,steering
175.0,-0.19343353807949998
176.0,-0.20699822157599998
177.0,-0.22056289017199998
178.0,-0.23142105340949998
179.0,-0.244977692763
180.0,-0.25855040550249997
181.0,-0.266677975655
182.0,-0.2748215794565
183.0,-0.27753612399099997
184.0,-0.0872239097955
185.0,0.0
186.0,0.0
187.0,0.0
188.0,-0.011655661510315
189.0,-0.030649418011350002
190.0,-0.044214092195
191.0,-0.06592239066960001
192.0,-0.07948706671595
193.0,-0.08943502853313334
194.0,-0.10118732973945
195.0,-0.10933095216800001
196.0,-0.117466546595
197.0,-0.12831667810699998
198.0,-0.139174841344
199.0,-0.15273684263233334
200.0,-0.16630419343699998
201.0,-0.169018730521
202.0,-0.169018730521
203.0,-0.169018730521
204.0,-0.1554540544745
205.0,-0.07135147228835001
206.0,-0.00027118640718966667
207.0,0.0
208.0,-0.0031132895965149997
209.0,-0.027934877201950002
210.0,-0.0414995513856
211.0,-0.0469286330044
212.0,-0.0469286330044
213.0,-0.04783347994086667
214.0,-0.0550722554326
215.0,-0.0686288997531
216.0,-0.07677252590655001
217.0,-0.07948706671595
218.0,-0.07948706671595
219.0,-0.08491614833470001
220.0,-0.10209217667606667
221.0,-0.1256021372975
222.0,-0.1473104357715
223.0,-0.16630419343699998
224.0,-0.177154324949
225.0,-0.1880044564605
226.0,-0.1988626271485
227.0,-0.20157717168300002
228.0,-0.201577171683
229.0,-0.207006245852
230.0,-0.207006245852
231.0,-0.190719000995
232.0,-0.1364603042605
233.0,-0.0903371982276
234.0,-0.06591971218586667
235.0,-0.060501337051400005
236.0,-0.060501337051400005
237.0,-0.060501337051400005
238.0,-0.0632078461349
239.0,-0.0740579850972
240.0,-0.08491614833470001
241.0,-0.0948534011841
242.0,-0.09847278892989998
243.0,-0.09847278892989998
244.0,-0.09847278892989998
245.0,-0.0930437073112
246.0,-0.0930437073112
247.0,-0.0930437073112
248.0,-0.0930437073112
249.0,-0.0930437073112
250.0,-0.0930437073112
251.0,-0.0930437073112
252.0,-0.0930437073112
253.0,-0.0930437073112
254.0,-0.0930437073112
255.0,-0.0930437073112
256.0,-0.0930437073112
257.0,-0.0930437073112
258.0,-0.0930437073112
259.0,-0.0930437073112
260.0,-0.09033719822765
261.0,-0.04963514208795
262.0,0.0
263.0,0.0
264.0,0.0
265.0,0.0
266.0,0.0
267.0,0.0
268.0,0.0
269.0,0.0
270.0,0.0
271.0,0.0
272.0,0.0
273.0,0.0
274.0,0.0
275.0,0.0
276.0,0.0
277.0,0.0
278.0,-0.0004067796107845
279.0,-0.0004067796107845
280.0,-0.0004067796107845
281.0,-0.0004067796107845
282.0,-0.0023467128048663332
283.0,-0.01437020255255
284.0,-0.030649418011350002
285.0,-0.030649418011350002
286.0,-0.030649418011350002
287.0,-0.030649418011350002
288.0,-0.030649418011350002
289.0,-0.029747247695966667
290.0,-0.030649418011350002
291.0,-0.030649418011350002
292.0,-0.03607046976685
293.0,-0.0469286330044
294.0,-0.0632078498602
295.0,-0.08762265741825001
296.0,-0.11113529404033334
297.0,-0.12831667810699998
298.0,-0.139174841344
299.0,-0.139174841344
300.0,-0.139174841344
301.0,-0.128316681832
302.0,-0.030250668525700002
303.0,0.0
304.0,0.0
305.0,0.0
306.0,0.0
307.0,0.0
308.0,0.0
309.0,0.0
310.0,0.0
311.0,0.0
312.0,0.0
313.0,0.0
314.0,0.0
315.0,0.0
316.0,0.0
317.0,0.0
318.0,0.0
319.0,0.0
320.0,0.0
321.0,0.0
322.0,0.0
323.0,0.0
324.0,0.0
325.0,-0.025220336392550002
326.0,-0.0414995513856
327.0,-0.0523577146232
328.0,-0.06592239066960001
329.0,-0.08491614833470001
330.0,-0.09575824812054999
331.0,-0.11475468178600001
332.0,-0.12831667810699998
333.0,-0.1337457597255
334.0,-0.13646030426
335.0,-0.13646030426
336.0,-0.139174841344
337.0,-0.08943502853316666
338.0,-0.0360784996301
339.0,-0.019799284637
340.0,-0.0252283662558
341.0,-0.03607046976685
342.0,-0.057786796242000005
343.0,-0.0686288997531
344.0,-0.08220160752533334
345.0,-0.09575824812054999
346.0,-0.1066164113585
347.0,-0.1066164113585
348.0,-0.112045492977
349.0,-0.112045492977
350.0,-0.114760033786
351.0,-0.11476003378600001
352.0,-0.1066164113585
353.0,-0.10933095216800001
354.0,-0.103901870549
355.0,-0.1066164113585
356.0,-0.103901870549
357.0,-0.103901870549
358.0,-0.103901870549
359.0,-0.103901870549
360.0,-0.103901870549
361.0,-0.093051739037
362.0,-0.07948706671595
363.0,-0.057786796242000005
364.0,-0.0197992848988845
365.0,0.0
366.0,0.0
367.0,0.0
368.0,0.0
369.0,0.0
370.0,0.0
371.0,0.0
372.0,0.0
373.0,0.0
374.0,0.0
375.0,0.0
376.0,0.0
377.0,0.0
378.0,0.0
379.0,0.0
380.0,0.0
381.0,0.0
382.0,0.0
383.0,0.0
384.0,0.0
385.0,0.0
386.0,0.0
387.0,0.0
388.0,-0.0062346102495345
389.0,-0.019799284637
390.0,-0.030649418011350002
391.0,-0.0414995513856
392.0,-0.06863693147895
393.0,-0.10028248280293332
394.0,-0.10118732973945
395.0,-0.09847278892989998
396.0,-0.09847278892989998
397.0,-0.09847278892989998
398.0,-0.09847278892989998
399.0,-0.09847278892989998
400.0,-0.09847278892989998
401.0,-0.09847278892989998
402.0,-0.09847278892989998
403.0,-0.09847278892989998
404.0,-0.09847278892989998
405.0,-0.09847278892989998
406.0,-0.09847278892989998
407.0,-0.09847278892989998
408.0,-0.09847278892989998
409.0,-0.09847278892989998
410.0,-0.09847278892989998
411.0,-0.09847278892989998
412.0,-0.09847278892989998
413.0,-0.09847278892989998
414.0,-0.09847278892989998
415.0,-0.09847278892989998
416.0,-0.09847278892989998
417.0,-0.10118732973945
418.0,-0.09847278892989998
419.0,-0.09847278892989998
420.0,-0.08038655668516667
421.0,0.0
422.0,0.0
423.0,0.0
424.0,0.0
425.0,0.0
426.0,0.0
427.0,0.0
428.0,0.0
429.0,0.0
430.0,0.0
431.0,0.0
432.0,0.0
433.0,0.0
434.0,0.0
435.0,0.0
436.0,0.0
437.0,0.0
438.0,0.0
439.0,0.0
440.0,0.0
441.0,0.0
442.0,0.0
443.0,0.0
444.0,0.0
445.0,0.0
446.0,0.0
447.0,0.0
448.0,0.0
449.0,0.0
450.0,0.0
451.0,0.0
452.0,0.0
453.0,0.0
454.0,0.0
455.0,-0.006231933230699666
456.0,-0.008941120235264999
457.0,-0.008941120235264999
458.0,-0.008941120235264999
459.0,-0.008941120235264999
460.0,-0.01437020255255
461.0,-0.01437020255255
462.0,-0.013465355460866668
463.0,-0.019799284637
464.0,-0.030649418011350002
465.0,-0.0632078498602
466.0,-0.09575824812054999
467.0,-0.1066164113585
468.0,-0.12017841140433333
469.0,-0.1337457597255
470.0,-0.144603922963
471.0,-0.15544603019949998
472.0,-0.16630419343699998
473.0,-0.177154324949
474.0,-0.1880044564605
475.0,-0.20338150858866666
476.0,-0.22056289017199998
477.0,-0.23142105340949998
478.0,-0.24226315319550001
479.0,-0.24497769773000003
480.0,-0.24497769773000003
481.0,-0.24226315319550001
482.0,-0.234135597944
483.0,-0.234135597944
484.0,-0.234135597944
485.0,-0.234135597944
486.0,-0.21242730319499997
487.0,-0.174439780414
488.0,-0.163589656353
489.0,-0.158160567284
490.0,-0.158160567284
491.0,-0.158160567284
492.0,-0.158160567284
493.0,-0.158160567284
494.0,-0.158160567284
495.0,-0.10932292416709999
496.0,-0.06591971218586667
497.0,-0.0248215869069
498.0,0.0
499.0,0.0
500.0,0.0
501.0,0.0
502.0,0.0
503.0,0.0
504.0,0.0
505.0,0.0
506.0,0.0
507.0,0.0
508.0,0.0
509.0,0.0
510.0,0.0
511.0,0.0
512.0,0.0
513.0,0.0
514.0,0.0
515.0,0.0
516.0,0.0
517.0,0.0
518.0,0.0
519.0,0.0
520.0,0.0
521.0,0.0
522.0,0.0
523.0,0.0
524.0,0.0
525.0,0.0
526.0,0.0
527.0,-0.0004067796107845
528.0,-0.008941120235264999
529.0,-0.019799284637
530.0,-0.030649418011350002
531.0,-0.044214092195
532.0,-0.0604933053255
533.0,-0.0740579850972
534.0,-0.08491614833470001
535.0,-0.09575824812054999
536.0,-0.1066164113585
537.0,-0.12017841140433333
538.0,-0.125602141023
539.0,-0.125602141023
540.0,-0.125602141023
541.0,-0.125602141023
542.0,-0.125602141023
543.0,-0.125602141023
544.0,-0.125602141023
545.0,-0.125602141023
546.0,-0.125602141023
547.0,-0.125602141023
548.0,-0.125602141023
549.0,-0.125602141023
550.0,-0.125602141023
551.0,-0.125602141023
552.0,-0.12288760021350001
553.0,-0.12017305940400001
554.0,-0.08490811660885
555.0,-0.0360784996301
556.0,-0.0035200692072995
557.0,0.0
558.0,0.0
559.0,0.0
560.0,0.0
561.0,0.0
562.0,0.0
563.0,0.0
564.0,0.0
565.0,0.0
566.0,0.0
567.0,0.0
568.0,0.0
569.0,0.0
570.0,0.0
571.0,0.0
572.0,0.0
573.0,0.0
574.0,0.0
575.0,0.0
576.0,0.0
577.0,0.0
578.0,0.0
579.0,0.0
580.0,0.0
581.0,0.0
582.0,0.0
583.0,0.0
584.0,0.0
585.0,0.0
586.0,-0.0038852204258333334
587.0,-0.030649418011350002
588.0,-0.0414995513856
589.0,-0.0550722554326
590.0,-0.0713434405625
591.0,-0.07948706671595
592.0,-0.07948706671595
593.0,-0.0803919136524
594.0,-0.07948706671595
595.0,-0.08491614833470001
596.0,-0.09033719822765
597.0,-0.10118732973945
598.0,-0.117466546595
599.0,-0.12379244715
600.0,-0.12831667810699998
601.0,-0.125602141023
602.0,-0.12831667810699998
603.0,-0.125602141023
604.0,-0.12831667810699998
605.0,-0.125602141023
606.0,-0.12922152380166665
607.0,-0.131031215191
608.0,-0.131031215191
609.0,-0.12831667810699998
610.0,-0.12831667810699998
611.0,-0.12288760021350001
612.0,-0.112045492977
613.0,-0.10571156442200001
614.0,-0.09576627984655
615.0,-0.07948706671595
616.0,-0.04692863300445001
617.0,0.0
618.0,0.0
619.0,0.0
620.0,0.0
621.0,0.0
622.0,0.0
623.0,0.0
624.0,0.0
625.0,0.0
626.0,0.0
627.0,0.0
628.0,0.0
629.0,0.0
630.0,0.0
631.0,0.0
632.0,0.0
633.0,0.0
634.0,0.0
635.0,0.0
636.0,0.0
637.0,-0.00582783063875
638.0,-0.07948706299064999
639.0,-0.114752005786
640.0,-0.12831667810699998
641.0,-0.12741182992866668
642.0,-0.0329571776092
643.0,0.0
644.0,0.0
645.0,0.0
646.0,0.0
647.0,0.0
648.0,0.0
649.0,0.0
650.0,0.0
651.0,0.0
652.0,0.0
653.0,0.0
654.0,-0.0035200692072995
655.0,-0.03336128219963334
656.0,-0.0469286330044
657.0,-0.0496431738138
658.0,-0.057786796242000005
659.0,-0.060501337051400005
660.0,-0.0740579850972
661.0,-0.08491614833470001
662.0,-0.08763068914410001
663.0,-0.08763068914410001
664.0,-0.09575824812054999
665.0,-0.1066164113585
666.0,-0.117466546595
667.0,-0.12831667810699998
668.0,-0.13826999564933332
669.0,-0.147318467498
670.0,-0.15002498030650002
671.0,-0.15002498030650002
672.0,-0.152731493115
673.0,-0.15002498030650002
674.0,-0.15002498030650002
675.0,-0.04937734206516667
676.0,0.0
677.0,0.0
678.0,0.0
679.0,0.0
680.0,0.0
681.0,0.0
682.0,0.0
683.0,0.0
684.0,0.0
685.0,0.0
686.0,0.0
687.0,0.0
688.0,0.0
689.0,0.0
690.0,0.0
691.0,0.0
692.0,0.0
693.0,0.0
694.0,0.0
695.0,0.0
696.0,0.0
697.0,0.0
698.0,0.0
699.0,0.0
700.0,0.0
701.0,0.0
702.0,-0.0004067796107845
703.0,-0.015275049178576666
704.0,-0.0333559289575
705.0,-0.03607046976685
706.0,-0.0333559289575
707.0,-0.03607046976685
708.0,-0.03607046976685
709.0,-0.03607046976685
710.0,-0.04240439832206666
711.0,-0.0659223906696
712.0,-0.09033719822765
713.0,-0.09575824812054999
714.0,-0.10118732973945
715.0,-0.112045492977
716.0,-0.12288760021350001
717.0,-0.136460299293
718.0,-0.144603922963
719.0,-0.147318467498
720.0,-0.147318467498
721.0,-0.147318467498
722.0,-0.147318467498
723.0,-0.15002498030650002
724.0,-0.14912280937033337
725.0,-0.147318467498
726.0,-0.147318467498
727.0,-0.15002498030650002
728.0,-0.15002498030650002
729.0,-0.15002498030650002
730.0,-0.15002498030650002
731.0,-0.15092715124266667
732.0,-0.15002498030650002
733.0,-0.15002498030650002
734.0,-0.15002498030650002
735.0,-0.15002498030650002
736.0,-0.15002498030650002
737.0,-0.14912280937033337
738.0,-0.15002498030650002
739.0,-0.15002498030650002
740.0,-0.15002498030650002
741.0,-0.15002498030650002
742.0,-0.15002498030650002
743.0,-0.15002498030650002
744.0,-0.15092715124266667
745.0,-0.15002498030650002
746.0,-0.15002498030650002
747.0,-0.15002498030650002
748.0,-0.15002498030650002
749.0,-0.152731493115
750.0,-0.15002498030650002
751.0,-0.14912280937033337
752.0,-0.15002498030650002
753.0,-0.152731493115
754.0,-0.152731493115
755.0,-0.152731493115
756.0,-0.152731493115
757.0,-0.152731493115
758.0,-0.152731493115
759.0,-0.152731493115
760.0,-0.152731493115
761.0,-0.152731493115
762.0,-0.152731493115
763.0,-0.152731493115
764.0,-0.152731493115
765.0,-0.152731493115
766.0,-0.152731493115
767.0,-0.152731493115
768.0,-0.152731493115
769.0,-0.152731493115
770.0,-0.15544603019949998
771.0,-0.158160567284
772.0,-0.158160567284
773.0,-0.158160567284
774.0,-0.158160567284
775.0,-0.158160567284
776.0,-0.158160567284
777.0,-0.158160567284
778.0,-0.15544603019949998
779.0,-0.158160567284
780.0,-0.158160567284
781.0,-0.158160567284
782.0,-0.1608751118185
783.0,-0.163589656353
784.0,-0.163589656353
785.0,-0.163589656353
786.0,-0.163589656353
787.0,-0.1608751118185
788.0,-0.1608751118185
789.0,-0.1608751118185
790.0,-0.163589656353
791.0,-0.163589656353
792.0,-0.163589656353
793.0,-0.163589656353
794.0,-0.163589656353
795.0,-0.163589656353
796.0,-0.163589656353
797.0,-0.163589656353
798.0,-0.163589656353
799.0,-0.163589656353
800.0,-0.163589656353
801.0,-0.163589656353
802.0,-0.163589656353
803.0,-0.1473104357715
804.0,-0.09848082065605002
805.0,-0.0740579850972
806.0,-0.0659143552184
807.0,-0.0659143552184
808.0,-0.0659143552184
809.0,-0.0659143552184
810.0,-0.057786796242000005
811.0,-0.0085423719138
812.0,0.0
813.0,0.0
814.0,0.0
815.0,0.0
816.0,0.0
817.0,0.0
818.0,0.0
819.0,0.0
820.0,0.0
821.0,0.0
822.0,0.0
823.0,0.0
824.0,0.0
825.0,0.0
826.0,0.0
827.0,0.0
828.0,0.0
829.0,0.0
830.0,0.0
831.0,0.0
832.0,0.0
833.0,0.0
834.0,0.0
835.0,0.0
836.0,0.0
837.0,0.0
838.0,0.0
839.0,0.0
840.0,0.0
841.0,0.0
842.0,0.0
843.0,0.0
844.0,0.0
845.0,0.0
846.0,-0.0035200692072995
847.0,-0.01437020255255
848.0,-0.03336128219963334
849.0,-0.0414995513856
850.0,-0.0469286330044
851.0,-0.0469286330044
852.0,-0.0469286330044
853.0,-0.0496431738138
854.0,-0.0496431738138
855.0,-0.04964317381379999
856.0,-0.0496431738138
857.0,-0.0496431738138
858.0,-0.0496431738138
859.0,-0.0496431738138
860.0,-0.0496431738138
861.0,-0.0496431738138
862.0,-0.0550722554326
863.0,-0.0686288997531
864.0,-0.07948706671595
865.0,-0.07948706671595
866.0,-0.08491614833470001
867.0,-0.09575824812054999
868.0,-0.10571156442200001
869.0,-0.10933095216800001
870.0,-0.10933095216800001
871.0,-0.10933095216800001
872.0,-0.10933095216800001
873.0,-0.10933095216800001
874.0,-0.10933095216800001
875.0,-0.109330952168
876.0,-0.10933095216800001
877.0,-0.10933095216800001
878.0,-0.10933095216800001
879.0,-0.10933095216800001
880.0,-0.10933095216800001
881.0,-0.10933095216800001
882.0,-0.109330952168
883.0,-0.10933095216800001
884.0,-0.112045492977
885.0,-0.114760033786
886.0,-0.12288760021350001
887.0,-0.1337457597255
888.0,-0.139174841344
889.0,-0.141889378428
890.0,-0.141889378428
891.0,-0.141889378428
892.0,-0.141889378428
893.0,-0.141889378428
894.0,-0.141889378428
895.0,-0.141889378428
896.0,-0.141889378428
897.0,-0.141889378428
898.0,-0.141889378428
899.0,-0.1364602968095
900.0,-0.07947903126479999
901.0,-0.0275361277163
902.0,0.0
903.0,0.0
904.0,0.0
905.0,0.0
906.0,0.0
907.0,0.0
908.0,0.0
909.0,0.0
910.0,0.002080880415936667
911.0,0.0198153471574
912.0,0.0306654796004
913.0,0.0415156148374
914.0,0.052373778075
915.0,0.06322390958669999
916.0,0.0686449594796
917.0,0.071359500289
918.0,0.0795031264424
919.0,0.09578234329795
920.0,0.15274754911650001
921.0,0.2151579037305
922.0,0.2477082982655
923.0,0.2694085687395
924.0,0.28298127651233335
925.0,0.2965459376575
926.0,0.304681539536
927.0,0.304681539536
928.0,0.2884103506805
929.0,0.2639875262975
930.0,0.2531373798845
931.0,0.20339756707333334
932.0,0.16089117527
933.0,0.1391909047965
934.0,0.09035325795384999
935.0,0.01668599434195
936.0,0.0
937.0,0.0
938.0,0.0
939.0,0.0
940.0,0.0
941.0,0.0
942.0,0.0
943.0,0.0
944.0,0.0
945.0,0.0
946.0,0.0
947.0,0.0
948.0,0.0
949.0,0.0
950.0,0.0
951.0,0.0005530810449273333
952.0,0.008957182522855
953.0,0.0198153471574
954.0,0.0306654796004
955.0,0.0415156148374
956.0,0.052373778075
957.0,0.0686449594796
958.0,0.08221766849356667
959.0,0.0957743115723
960.0,0.1066324748095
961.0,0.11748260632150001
962.0,0.1229036599395
963.0,0.1283327415585
964.0,0.139190904796
965.0,0.15637229383
966.0,0.182599470019
967.0,0.19887868315
968.0,0.209728822112
969.0,0.217864409089
970.0,0.15275558084250002
971.0,0.0849241763353
972.0,0.046039848277966665
973.0,0.00583586189895
974.0,0.0
975.0,0.0
976.0,0.0
977.0,0.0
978.0,0.0
979.0,0.0
980.0,0.0
981.0,0.0
982.0,0.0
983.0,0.0
984.0,0.0
985.0,-0.0004067796107845
986.0,-0.029741894453766668
987.0,-0.0469286330044
988.0,-0.0632078498602
989.0,-0.08491614833470001
990.0,-0.09033719822765
991.0,-0.09033719822765
992.0,-0.09033719822765
993.0,-0.09847278893003332
994.0,-0.112045492977
995.0,-0.1310312226415
996.0,-0.1635896489025
997.0,-0.1880044564605
998.0,-0.1988626271485
999.0,-0.21242462098599998
1000.0,-0.225991971791
1001.0,-0.22056289017199998
1002.0,-0.1880044564605
1003.0,-0.185289919376
1004.0,-0.185289919376
1005.0,-0.185289919376
1006.0,-0.1870996107656667
1007.0,-0.1988626271485
1008.0,-0.2097127586605
1009.0,-0.22056289017199998
1010.0,-0.23142105340949998
1011.0,-0.24226315319550001
1012.0,-0.25040677189800004
1013.0,-0.25040677189800004
1014.0,-0.25040677189800004
1015.0,-0.25040677189800004
1016.0,-0.25040677189800004
1017.0,-0.25040677189800004
1018.0,-0.24226315319550001
1019.0,-0.23142105340949998
1020.0,-0.2178483506043333
1021.0,-0.2097127586605
1022.0,-0.20157716423299998
1023.0,-0.16629616171099998
1024.0,-0.1337457597255
1025.0,-0.1093309521675
1026.0,-0.07948706671595002
1027.0,-0.04783347994086667
1028.0,-0.0225057951175
1029.0,0.0
1030.0,0.0
1031.0,0.0
1032.0,0.0
1033.0,0.0
1034.0,0.0
1035.0,0.0
1036.0,0.0
1037.0,0.0
1038.0,0.0
1039.0,0.0
1040.0,0.0
1041.0,0.0
1042.0,0.0
1043.0,0.0
1044.0,0.0
1045.0,0.0
1046.0,0.0
1047.0,0.0
1048.0,0.0
1049.0,0.0
1050.0,0.0
1051.0,0.0
1052.0,0.0
1053.0,0.0
1054.0,0.0
1055.0,0.0
1056.0,0.0
1057.0,0.0
1058.0,0.0
1059.0,0.0
1060.0,0.0
1061.0,-0.008941120235264999
1062.0,-0.018894437700533336
1063.0,-0.019799284637
1064.0,-0.019799284637
1065.0,-0.019799284637
1066.0,-0.0252283662558
1067.0,-0.0252283662558
1068.0,-0.024323519319333336
1069.0,-0.0252283662558
1070.0,-0.030649418011350002
1071.0,-0.0496431738138
1072.0,-0.0713434405625
1073.0,-0.09033719822765
1074.0,-0.10118732973945
1075.0,-0.11475468178600001
1076.0,-0.12288760021350001
1077.0,-0.125602141023
1078.0,-0.125602141023
1079.0,-0.125602141023
1080.0,-0.125602141023
1081.0,-0.125602141023
1082.0,-0.125602141023
1083.0,-0.125602141023
1084.0,-0.125602141023
1085.0,-0.125602141023
1086.0,-0.125602141023
1087.0,-0.125602141023
1088.0,-0.12831667810699998
1089.0,-0.1274118324123333
1090.0,-0.12831667810699998
1091.0,-0.12831667810699998
1092.0,-0.12831667810699998
1093.0,-0.12831667810699998
1094.0,-0.12831667810699998
1095.0,-0.1228956244885
1096.0,-0.05145286786135633
1097.0,0.0
1098.0,0.0
1099.0,0.0
1100.0,0.0
1101.0,0.0
1102.0,0.0
1103.0,0.0
1104.0,0.0
1105.0,0.0
1106.0,0.0
1107.0,0.0
1108.0,0.0
1109.0,0.0
1110.0,0.0
1111.0,0.0
1112.0,0.0
1113.0,0.0
1114.0,0.0
1115.0,0.0
1116.0,0.0
1117.0,0.0
1118.0,0.0
1119.0,0.0
1120.0,0.0
1121.0,0.0
1122.0,0.0
1123.0,0.0
1124.0,0.0
1125.0,0.0
1126.0,0.0
1127.0,0.0
1128.0,0.0
1129.0,0.0
1130.0,0.0
1131.0,0.0
1132.0,0.0
1133.0,0.0
1134.0,-0.03878501057625
1135.0,-0.0632078498602
1136.0,-0.08491614833470001
1137.0,-0.09847278893003332
1138.0,-0.10118732973945
1139.0,-0.1066164113585
1140.0,-0.1066164113585
1141.0,-0.10933095216800001
1142.0,-0.10933095216800001
1143.0,-0.10933095216800001
1144.0,-0.109330952168
1145.0,-0.10933095216800001
1146.0,-0.10933095216800001
1147.0,-0.10933095216800001
1148.0,-0.09576627984655
1149.0,-0.0221070460975
1150.0,0.0
1151.0,0.0
1152.0,0.0
1153.0,0.0
1154.0,0.0
1155.0,0.0
1156.0,0.0
1157.0,0.0
1158.0,0.0
1159.0,0.0
1160.0,0.0
1161.0,0.0
1162.0,0.0
1163.0,0.0
1164.0,0.0
1165.0,0.0
1166.0,0.0
1167.0,0.0
1168.0,0.0
1169.0,0.0
1170.0,0.0
1171.0,0.0
1172.0,0.0
1173.0,0.0
1174.0,0.0
1175.0,0.0
1176.0,0.0
1177.0,0.0
1178.0,-0.0004067796107845
1179.0,-0.026122506242243337
1180.0,-0.0496431738138
1181.0,-0.0686288997531
1182.0,-0.08491614833470001
1183.0,-0.09575824812054999
1184.0,-0.112045492977
1185.0,-0.12288760021350001
1186.0,-0.136460299293
1187.0,-0.15002498030650002
1188.0,-0.1608751118185
1189.0,-0.171733275056
1190.0,-0.171733275056
1191.0,-0.177154324949
1192.0,-0.177154324949
1193.0,-0.17625215649633333
1194.0,-0.177154324949
1195.0,-0.17986083030699998
1196.0,-0.17986083030699998
1197.0,-0.177154324949
1198.0,-0.177154324949
1199.0,-0.17986083030699998
1200.0,-0.171733275056
1201.0,-0.1608751118185
1202.0,-0.1473104357715
1203.0,-0.11746654287
1204.0,-0.09575824812054999
1205.0,-0.06863693147895
1206.0,-0.00027118640718966667
1207.0,0.0
1208.0,0.0
1209.0,0.0
1210.0,0.0
1211.0,0.0
1212.0,0.0
1213.0,0.0
1214.0,0.0
1215.0,0.0
1216.0,0.0
1217.0,0.0
1218.0,0.0
1219.0,0.0
1220.0,0.0
1221.0,0.0
1222.0,0.0
1223.0,0.0
1224.0,0.0
1225.0,-0.0225057951175
1226.0,-0.057778768241400005
1227.0,-0.0948587556681
1228.0,-0.1228956244885
1229.0,-0.144603922963
1230.0,-0.15544603019949998
1231.0,-0.163589656353
1232.0,-0.163589656353
1233.0,-0.163589656353
1234.0,-0.163589656353
1235.0,-0.163589656353
1236.0,-0.163589656353
