,steering
165.0,-0.05506690094866667
166.0,-0.06049598256746667
167.0,-0.056881949305533336
168.0,-0.06727564521135002
169.0,-0.08401130139823333
170.0,-0.08943502853313334
171.0,-0.098478143414
172.0,-0.1274118324123333
173.0,-0.12831667810699998
174.0,-0.15273684263233334
175.0,-0.15092715124266667
176.0,-0.1563508758943333
177.0,-0.15454118450466667
178.0,-0.15951783955124998
179.0,-0.16177995999666667
180.0,-0.17444246013966666
181.0,-0.18528991440933332
182.0,-0.19433838625766664
183.0,-0.19479081034674997
184.0,-0.19252868990133332
185.0,-0.19433838625766664
186.0,-0.196148082614
187.0,-0.19433838625766664
188.0,-0.19343353807949998
189.0,-0.19252868990133332
190.0,-0.190718993545
191.0,-0.19252868990133332
192.0,-0.196148082614
193.0,-0.196148082614
194.0,-0.196148082614
195.0,-0.19252868990133332
196.0,-0.18528991440933332
197.0,-0.17805649340166665
198.0,-0.17309054732350002
199.0,-0.147313113014
200.0,-0.06049063056706666
201.0,-0.013465355460866668
202.0,-0.004422239202543
203.0,-0.004422239202543
204.0,-0.000813559221569
205.0,-0.000813559221569
206.0,-0.0005423728143793333
207.0,0.0
208.0,0.0
209.0,0.0
210.0,0.0
211.0,0.0
212.0,0.0
213.0,0.0
214.0,0.0
215.0,0.0
216.0,0.0
217.0,0.0
218.0,0.0
219.0,0.0
220.0,0.0
221.0,0.0
222.0,0.0
223.0,0.0
224.0,0.0
225.0,0.0
226.0,0.0
227.0,0.0
228.0,0.0
229.0,0.0
230.0,0.0
231.0,0.0
232.0,0.0
233.0,0.0
234.0,-0.0318073136732
235.0,-0.09123936792233334
236.0,-0.118368715048
237.0,-0.12379244715
238.0,-0.12198275327700002
239.0,-0.12288760021350001
240.0,-0.12560213853933333
241.0,-0.12379244715
242.0,-0.12560213853933333
243.0,-0.12379244715
244.0,-0.12288760021350001
245.0,-0.12198275327700002
246.0,-0.12379244715
247.0,-0.12922152380166665
248.0,-0.12560213853933333
249.0,-0.12831667810699998
250.0,-0.12922152380166665
251.0,-0.1274118324123333
252.0,-0.1274118324123333
253.0,-0.125602141023
254.0,-0.125602141023
255.0,-0.125602141023
256.0,-0.13103122264166667
257.0,-0.120178408921
258.0,-0.10933095216766668
259.0,-0.10752125829499999
260.0,-0.103901870548975
261.0,-0.09485875566806667
262.0,-0.06591971218586667
263.0,-0.038785010576233334
264.0,-0.029747247695966667
265.0,-0.027938892133575
266.0,-0.027937553823033336
267.0,-0.007770441006876666
268.0,-0.0020755263976766666
269.0,0.0
270.0,0.0
271.0,0.0
272.0,0.0
273.0,0.0
274.0,0.0
275.0,0.0
276.0,0.0
277.0,0.0
278.0,0.0
279.0,0.0
280.0,0.0
281.0,0.0
282.0,0.0
283.0,0.0
284.0,0.0
285.0,0.0
286.0,0.0
287.0,0.0
288.0,0.0
289.0,0.0
290.0,0.0
291.0,0.0
292.0,0.0
293.0,0.0
294.0,0.0
295.0,0.0
296.0,0.0
297.0,0.0
298.0,0.0
299.0,0.0
300.0,-0.015009216964266667
301.0,-0.06727564521132501
302.0,-0.10932560016730002
303.0,-0.1274118324123333
304.0,-0.12922152380166665
305.0,-0.131031215191
306.0,-0.129673946649
307.0,-0.13465060790366667
308.0,-0.14007968703866666
309.0,-0.13826999564933332
310.0,-0.13646030426
311.0,-0.14053210988599998
312.0,-0.13826999564933332
313.0,-0.141889378428
314.0,-0.13826999564933332
315.0,-0.14007968703866666
316.0,-0.140532109886
317.0,-0.14007968703866666
318.0,-0.13826999564933332
319.0,-0.13826999564933332
320.0,-0.14007968703866666
321.0,-0.139174841344
322.0,-0.13826999564933332
323.0,-0.14007968703866666
324.0,-0.13826999564933332
325.0,-0.136460299293
326.0,-0.12831667810699998
327.0,-0.1274118324123333
328.0,-0.12922152380166665
329.0,-0.1274118324123333
330.0,-0.12741183241233334
331.0,-0.12288760021350001
332.0,-0.1274118324123333
333.0,-0.12198275327700002
334.0,-0.12017841140433334
335.0,-0.11836871753133334
336.0,-0.117466546595
337.0,-0.11476003378600001
338.0,-0.11295033991333332
339.0,-0.11295033991333332
340.0,-0.0385191772755
341.0,0.0
342.0,0.0
343.0,0.0
344.0,0.0
345.0,0.0
346.0,0.0
347.0,0.0
348.0,0.0
349.0,0.0
350.0,0.0
351.0,0.0
352.0,0.0
353.0,0.0
354.0,0.0
355.0,0.0
356.0,0.0
357.0,0.0
358.0,0.0
359.0,0.0
360.0,0.0
361.0,0.0
362.0,0.0
363.0,0.0
364.0,0.0
365.0,0.0
366.0,0.0
367.0,0.0
368.0,0.0
369.0,0.0
370.0,0.0
371.0,0.0
372.0,0.0
373.0,0.0
374.0,0.0
375.0,0.0
376.0,0.0
377.0,0.0
378.0,0.0
379.0,0.0
380.0,0.0
381.0,0.0
382.0,-0.00020338980539225
383.0,-0.00027118640718966667
384.0,-0.004151052795353333
385.0,-0.017084743517166667
386.0,-0.029747247695966667
387.0,-0.033359943889100005
388.0,-0.03155158832673333
389.0,-0.03155158832673333
390.0,-0.0351656228304
391.0,-0.029747247695966667
392.0,-0.03607046976685
393.0,-0.04964317381379999
394.0,-0.07134879628816668
395.0,-0.10209217667569999
396.0,-0.15816592673466667
397.0,-0.19207626953725
398.0,-0.196148082614
399.0,-0.19795777897033331
400.0,-0.19795777897033331
401.0,-0.19976747532666664
402.0,-0.19795777897033331
403.0,-0.19886262714849998
404.0,-0.196148082614
405.0,-0.196148082614
406.0,-0.19795777897033331
407.0,-0.196148082614
408.0,-0.19886262714849998
409.0,-0.19976747532666664
410.0,-0.19795777897033331
411.0,-0.196148082614
412.0,-0.196148082614
413.0,-0.196148082614
414.0,-0.196148082614
415.0,-0.196148082614
416.0,-0.196148082614
417.0,-0.196148082614
418.0,-0.19750535488124998
419.0,-0.19795777897033331
420.0,-0.19976747532666664
421.0,-0.19976747532666664
422.0,-0.19795777897033331
423.0,-0.19886262714849998
424.0,-0.19976747532666664
425.0,-0.19433838625766664
426.0,-0.176252156496
427.0,-0.14911745488633332
428.0,-0.0713434405625
429.0,-0.020698777865643333
430.0,-0.00027118640718966667
431.0,0.0
432.0,0.0
433.0,0.0
434.0,0.0
435.0,0.0
436.0,0.0
437.0,0.0
438.0,0.0
439.0,0.0
440.0,0.0
441.0,0.0
442.0,0.0
443.0,0.0
444.0,0.0
445.0,0.0
446.0,0.0
447.0,0.0
448.0,0.0
449.0,0.0
450.0,0.0
451.0,0.0
452.0,0.0
453.0,-0.00027118640718966667
454.0,-0.00020338980539225
455.0,-0.0023467128048663332
456.0,-0.027937553823000002
457.0,-0.0478334799409
458.0,-0.10751590877786667
459.0,-0.152735505253
460.0,-0.158160567284
461.0,-0.15816057225066665
462.0,-0.16720903913166665
463.0,-0.17263812323433333
464.0,-0.174447819591
465.0,-0.174447819591
466.0,-0.16901873548833332
467.0,-0.14912280937033331
468.0,-0.12922152380166665
469.0,-0.12831667810699998
470.0,-0.12741183241233334
471.0,-0.125602141023
472.0,-0.125602141023
473.0,-0.125602141023
474.0,-0.125602141023
475.0,-0.125602141023
476.0,-0.125602141023
477.0,-0.125602141023
478.0,-0.125602141023
479.0,-0.125602141023
480.0,-0.125602141023
481.0,-0.125602141023
482.0,-0.125602141023
483.0,-0.125602141023
484.0,-0.125602141023
485.0,-0.125602141023
486.0,-0.125602141023
487.0,-0.125602141023
488.0,-0.12922152380166665
489.0,-0.12695940956500001
490.0,-0.12922152380166665
491.0,-0.1274118324123333
492.0,-0.12922152380166665
493.0,-0.1274118324123333
494.0,-0.126959409565
495.0,-0.125602141023
496.0,-0.12741183241233334
497.0,-0.12922152380166665
498.0,-0.125602141023
499.0,-0.12831667810699998
500.0,-0.125602141023
501.0,-0.125602141023
502.0,-0.125602141023
503.0,-0.125602141023
504.0,-0.125602141023
505.0,-0.125602141023
506.0,-0.125602141023
507.0,-0.125602141023
508.0,-0.125602141023
509.0,-0.125602141023
510.0,-0.125602141023
511.0,-0.125602141023
512.0,-0.125602141023
513.0,-0.125602141023
514.0,-0.1274118324123333
515.0,-0.12831667810699998
516.0,-0.12922152380166665
517.0,-0.12741183241233334
518.0,-0.12741183241233334
519.0,-0.1274118324123333
520.0,-0.126959409565
521.0,-0.12922152380166665
522.0,-0.12922152380166665
523.0,-0.1274118324123333
524.0,-0.12922152380166665
525.0,-0.12831667810699998
526.0,-0.12922152380166665
527.0,-0.12922152380166665
528.0,-0.12922152380166665
529.0,-0.1274118324123333
530.0,-0.126959409565
531.0,-0.1274118324123333
532.0,-0.125602141023
533.0,-0.125602141023
534.0,-0.12379244715
535.0,-0.095766279846425
536.0,-0.0424043983221
537.0,-0.027937553823033336
538.0,-0.013470709188089666
539.0,0.0
540.0,0.0
541.0,0.0
542.0,0.0
543.0,0.0
544.0,0.0
545.0,0.0
546.0,0.0
547.0,0.0
548.0,0.0
549.0,0.0
550.0,0.0
551.0,0.0
552.0,0.0
553.0,0.0
554.0,0.0
555.0,0.0
556.0,0.0
557.0,0.0
558.0,0.0
559.0,0.0
560.0,0.0
561.0,0.0
562.0,0.0
563.0,0.0
564.0,0.0
565.0,0.0
566.0,0.0
567.0,0.0
568.0,-0.002617899212056
569.0,-0.004422239202543
570.0,-0.009845967249343333
571.0,-0.0116556613939075
572.0,-0.0170847438276
573.0,-0.03155694156886667
574.0,-0.082196250558
575.0,-0.13284626851466666
576.0,-0.15002498030650002
577.0,-0.15997026364033332
578.0,-0.16720903913166665
579.0,-0.17625215649633333
580.0,-0.18890930215533333
581.0,-0.19207626581224999
582.0,-0.19976747532666664
583.0,-0.20700089633466665
584.0,-0.21241927146899997
585.0,-0.21241927146899997
586.0,-0.21241927146899997
587.0,-0.21241927146899997
588.0,-0.21241927146899997
589.0,-0.21241927146899997
590.0,-0.21241927146899997
591.0,-0.21241927146899997
592.0,-0.2178483506043333
593.0,-0.21784834563700003
594.0,-0.21784834563700003
595.0,-0.21603865424766666
596.0,-0.23955664783725
597.0,-0.28657924135533336
598.0,-0.30828486879666667
599.0,-0.3173333406446667
600.0,-0.32637109359099997
601.0,-0.15635087341073334
602.0,0.0
603.0,0.0
604.0,0.0
605.0,0.0
606.0,0.0
607.0,0.0
608.0,0.0
609.0,0.0
610.0,0.0
611.0,0.0
612.0,0.0
613.0,0.004438301354337
614.0,0.017100806037566665
615.0,0.0424204605321
616.0,0.060512046019266665
617.0,0.075431311503025
618.0,0.0767885819077
619.0,0.0767885819077
620.0,0.0767885819077
621.0,0.06954980641606666
622.0,0.045587425120174996
623.0,0.031567649294899996
624.0,0.026149276643966667
625.0,0.020720194404299997
626.0,0.005971455015236667
627.0,0.00020740539184775
628.0,0.0
629.0,0.0
630.0,0.0
631.0,0.0
632.0,0.0
633.0,0.0
634.0,0.0
635.0,0.0
636.0,0.0
637.0,0.0
638.0,0.0
639.0,0.0
640.0,0.0
641.0,0.0
642.0,-0.02231043590291725
643.0,-0.09123936792213333
644.0,-0.11113529404033334
645.0,-0.14550341665766667
646.0,-0.15816057225066665
647.0,-0.17579705268149998
648.0,-0.1816705266633333
649.0,-0.18348022301966668
650.0,-0.19795777400366665
651.0,-0.228706513842
652.0,-0.244977692763
653.0,-0.288390278816
654.0,-0.32637109359099997
655.0,-0.34084329009066666
656.0,-0.342652976513
657.0,-0.34446267286933335
658.0,-0.35079661011700003
659.0,-0.35170145829533334
660.0,-0.2793458203473333
661.0,-0.241363659501
662.0,-0.21062027911366665
663.0,-0.207006245852
664.0,-0.207006245852
665.0,-0.207006245852
666.0,-0.207006245852
667.0,-0.207006245852
668.0,-0.207006245852
669.0,-0.207006245852
670.0,-0.207006245852
671.0,-0.2051965544623333
672.0,-0.19795777897033331
673.0,-0.19479081034675
674.0,-0.183485577504
675.0,-0.09847278892986666
676.0,-0.011389829393023
677.0,0.0
678.0,0.0
679.0,0.0
680.0,0.0
681.0,0.0
682.0,0.0
683.0,0.0
684.0,0.0
685.0,0.0
686.0,0.0
687.0,0.0
688.0,0.0
689.0,0.0
690.0,0.0
691.0,0.0
692.0,0.0
693.0,0.0
694.0,0.0
695.0,0.0
696.0,0.0
697.0,0.0
698.0,0.0
699.0,0.0
700.0,0.0
701.0,0.0
702.0,0.0
703.0,-0.005960746823509999
704.0,-0.07677252404402501
705.0,-0.140079687039
706.0,-0.15816057225066665
707.0,-0.17082842687766667
708.0,-0.183485577504
709.0,-0.21242729946975
710.0,-0.21965804199366668
711.0,-0.22146773835033332
712.0,-0.21965804199366668
713.0,-0.21784834563700003
714.0,-0.2178483493625
715.0,-0.19795777400366665
716.0,-0.17805649340133334
717.0,-0.140074337522
718.0,-0.10932560016729999
719.0,-0.08897992782300002
720.0,-0.0424043983221
721.0,-0.0225138254464
722.0,-0.002617899212056
723.0,-0.00027118640718966667
724.0,-0.00020338980539225
725.0,0.0
726.0,0.0
727.0,-0.0005423728143793333
728.0,-0.00027118640718966667
729.0,-0.0004067796107845
730.0,-0.0005423728143793333
731.0,-0.00027118640718966667
732.0,-0.0005423728143793333
733.0,-0.00027118640718966667
734.0,-0.00061016941617675
735.0,-0.0005423728143793333
736.0,0.0
737.0,0.0
738.0,0.0
739.0,0.0
740.0,0.0
741.0,0.0
742.0,0.0
743.0,0.0
744.0,0.0
745.0,0.0
746.0,0.0
747.0,0.0
748.0,-0.005966101016389666
749.0,-0.050996430218225
750.0,-0.0948587556681
751.0,-0.11475468178600001
752.0,-0.13103122015799998
753.0,-0.14369907478466667
754.0,-0.15273684263233334
755.0,-0.16223238408575
756.0,-0.1653993477423333
757.0,-0.16720903913166665
758.0,-0.169018730521
759.0,-0.17082842687766667
760.0,-0.17037600278850001
761.0,-0.17263812323433333
762.0,-0.17263812323433333
763.0,-0.17625215649633333
764.0,-0.20519119501133334
765.0,-0.23141703754674997
766.0,-0.27211239933966663
767.0,-0.2992417414983333
768.0,-0.31732798616066665
769.0,-0.34265298644700004
770.0,-0.3616427332165
771.0,-0.38425453503900003
772.0,-0.4131882290046667
773.0,-0.4565994640193333
774.0,-0.489157895247
775.0,-0.49458697438199994
776.0,-0.49458697438199994
777.0,-0.4692566096783333
778.0,-0.3987213770546667
779.0,-0.37340172131866667
780.0,-0.37385414540774997
781.0,-0.37521141767499994
782.0,-0.37521141767499994
783.0,-0.37521141767499994
784.0,-0.37521141767499994
785.0,-0.375211417675
786.0,-0.37521141767499994
787.0,-0.3715920249623334
788.0,-0.3643532594046666
789.0,-0.326371093591
790.0,-0.25176405161625
791.0,-0.20338150858866666
792.0,-0.185289919376
793.0,-0.185289919376
794.0,-0.185289919376
795.0,-0.185289919376
796.0,-0.185289919376
797.0,-0.185289919376
798.0,-0.185289919376
799.0,-0.185289919376
800.0,-0.185289919376
801.0,-0.185289919376
802.0,-0.185289919376
803.0,-0.185289919376
804.0,-0.185289919376
805.0,-0.185289919376
806.0,-0.185289919376
807.0,-0.185289919376
808.0,-0.185289919376
809.0,-0.185289919376
810.0,-0.185289919376
811.0,-0.185289919376
812.0,-0.185289919376
813.0,-0.185289919376
814.0,-0.185289919376
815.0,-0.185289919376
816.0,-0.185289919376
817.0,-0.185289919376
818.0,-0.185289919376
819.0,-0.185289919376
820.0,-0.185289919376
821.0,-0.185289919376
822.0,-0.185289919376
823.0,-0.185289919376
824.0,-0.185289919376
825.0,-0.185289919376
826.0,-0.185289919376
827.0,-0.185289919376
828.0,-0.185289919376
829.0,-0.185289919376
830.0,-0.185289919376
831.0,-0.185289919376
832.0,-0.185289919376
833.0,-0.185289919376
834.0,-0.17444246013966666
835.0,-0.15816057225066668
836.0,-0.13917484134425
837.0,-0.12922152380166665
838.0,-0.116564375659
839.0,-0.0695391011736
840.0,-0.00027118640718966667
841.0,0.0
842.0,0.0
843.0,0.0
844.0,0.0
845.0,0.0
846.0,0.0
847.0,0.0
848.0,0.0
849.0,0.0
850.0,0.0
851.0,0.0
852.0,0.0
853.0,0.0
854.0,0.0
855.0,0.0
856.0,0.0
857.0,0.0
858.0,0.0
859.0,0.0
860.0,0.0
861.0,0.0
862.0,0.0
863.0,0.0
864.0,0.0
865.0,0.0
866.0,0.0
867.0,0.0
868.0,0.0
869.0,0.0
870.0,0.0
871.0,0.0
872.0,0.0
873.0,0.0
874.0,0.0
875.0,0.0
876.0,0.0
877.0,0.0
878.0,0.0
879.0,0.0
880.0,0.0
881.0,0.0
882.0,0.0
883.0,0.0
884.0,0.0
885.0,0.0
886.0,0.0
887.0,0.0
888.0,0.0
889.0,0.0
890.0,0.0
891.0,0.0
892.0,0.0
893.0,0.0
894.0,0.0
895.0,0.0
896.0,0.0
897.0,0.0
898.0,0.0
899.0,0.0
900.0,0.0
901.0,0.0
902.0,0.0
903.0,0.0
904.0,0.0
905.0,-0.005966101016389666
906.0,-0.06049598505096667
907.0,-0.10028248280303333
908.0,-0.13103523291625
909.0,-0.14912280937033337
910.0,-0.17082307239366668
911.0,-0.196148082614
912.0,-0.21242462098599998
913.0,-0.23548483103525003
914.0,-0.2847695449986667
915.0,-0.31190425157566665
916.0,-0.3317948281763334
917.0,-0.34084329009066666
918.0,-0.34536752849825003
919.0,-0.35711983839666667
920.0,-0.3553154965243333
921.0,-0.35711983839666667
922.0,-0.3553154965243333
923.0,-0.3562176674605
924.0,-0.3281807899476667
925.0,-0.310094565153
926.0,-0.29381801684700004
927.0,-0.257640197873
928.0,-0.202930416912
929.0,-0.14188938091166667
930.0,-0.029476062239443337
931.0,0.0
932.0,0.0
933.0,0.0
934.0,0.0
935.0,0.0
936.0,0.0
937.0,0.0
938.0,0.0
939.0,0.0
940.0,0.0
941.0,-0.026133213366856336
942.0,-0.08400594691436668
943.0,-0.11204147897675001
944.0,-0.12379779666666667
945.0,-0.13103122015799998
946.0,-0.14731311301366667
947.0,-0.1563508758943333
948.0,-0.15544603019949998
949.0,-0.163589656353
950.0,-0.16539934774233334
951.0,-0.169018730521
952.0,-0.169018730521
953.0,-0.169018730521
954.0,-0.169018730521
955.0,-0.169018730521
956.0,-0.169018730521
957.0,-0.169018730521
958.0,-0.169018730521
959.0,-0.169018730521
960.0,-0.169018730521
961.0,-0.169018730521
962.0,-0.169018730521
963.0,-0.169018730521
964.0,-0.169018730521
965.0,-0.169018730521
966.0,-0.169018730521
967.0,-0.169018730521
968.0,-0.169018730521
969.0,-0.169018730521
970.0,-0.169018730521
971.0,-0.169018730521
972.0,-0.169018730521
973.0,-0.14911745488666667
974.0,-0.019392504123975002
975.0,0.0
976.0,0.0
977.0,0.0
978.0,0.0
979.0,0.0
980.0,0.0
981.0,0.0
982.0,0.0
983.0,0.0
984.0,0.0
985.0,0.0
986.0,0.0
987.0,0.0
988.0,0.0
989.0,0.0
990.0,0.0
991.0,0.0
992.0,0.0
993.0,0.0
994.0,0.0
995.0,0.0
996.0,0.0
997.0,0.0
998.0,0.0
999.0,0.0
1000.0,0.0
1001.0,0.0
1002.0,0.0
1003.0,0.0
1004.0,0.0
1005.0,0.0
1006.0,0.0
1007.0,0.0
1008.0,0.0
1009.0,0.0
1010.0,-0.0056284563616
1011.0,-0.05145286768673333
1012.0,-0.09485875566806667
1013.0,-0.10028248280293332
1014.0,-0.10209217667596666
1015.0,-0.10118732973945
1016.0,-0.10209217667596666
1017.0,-0.10028248280293332
1018.0,-0.09847278892989998
1019.0,-0.09847278892989998
1020.0,-0.09847278892989998
1021.0,-0.09847278892989998
1022.0,-0.09847278892989998
1023.0,-0.09847278892989998
1024.0,-0.09847278892989998
1025.0,-0.09847278892989998
1026.0,-0.09847278892989998
1027.0,-0.09847278892989998
1028.0,-0.09847278892989998
1029.0,-0.10028248280293332
1030.0,-0.103901870549
1031.0,-0.11475468178600001
1032.0,-0.13646030426033331
1033.0,-0.16177995999633332
1034.0,-0.18709961076566664
1035.0,-0.20700223371399998
1036.0,-0.21061492959666664
1037.0,-0.21241927146899997
1038.0,-0.21241927146899997
1039.0,-0.21241927146899997
1040.0,-0.21241927146899997
1041.0,-0.21241927146899997
1042.0,-0.21241927146899997
1043.0,-0.21241927146899997
1044.0,-0.21241927146899997
1045.0,-0.21241927146899997
1046.0,-0.21241927146899997
1047.0,-0.21241927146899997
1048.0,-0.21241927146899997
1049.0,-0.21241927146899997
1050.0,-0.21241927146899997
1051.0,-0.21241927146899997
1052.0,-0.21241927146899997
1053.0,-0.21241927146899997
1054.0,-0.21241927146899997
1055.0,-0.21241927146899997
1056.0,-0.21241927146899997
1057.0,-0.21241927146899997
1058.0,-0.21061492959633332
1059.0,-0.170823072394
1060.0,-0.14550342162433336
1061.0,-0.094400977715875
1062.0,-0.0387903638184
1063.0,-0.005966101016389666
1064.0,0.0
1065.0,0.0
1066.0,0.0
1067.0,0.0
1068.0,0.0
1069.0,0.0
1070.0,0.0
1071.0,0.0
1072.0,0.0
1073.0,0.0
1074.0,0.0
1075.0,0.0
1076.0,0.0
1077.0,0.0
1078.0,0.0
1079.0,0.0
1080.0,0.0
1081.0,0.0
1082.0,-0.00958013487981
1083.0,-0.0369753167033
1084.0,-0.04240439832206666
1085.0,-0.0677347605427
1086.0,-0.106616411358225
1087.0,-0.12741183489566668
1088.0,-0.14550877114133334
1089.0,-0.14912280937033334
1090.0,-0.15092715124266667
1091.0,-0.15002498030650002
1092.0,-0.14912280937033337
1093.0,-0.14912280937033337
1094.0,-0.147318467498
1095.0,-0.147318467498
1096.0,-0.15002498030650002
1097.0,-0.14912280937033337
1098.0,-0.15092715124266667
1099.0,-0.14912280937033337
1100.0,-0.15092715124266667
1101.0,-0.14912280937033334
1102.0,-0.152731493115
1103.0,-0.152731493115
1104.0,-0.152731493115
1105.0,-0.152731493115
1106.0,-0.152731493115
1107.0,-0.152731493115
1108.0,-0.152731493115
1109.0,-0.152731493115
1110.0,-0.15092715124266667
1111.0,-0.14912280937033337
1112.0,-0.15002498030650002
1113.0,-0.15092715124266667
1114.0,-0.14912280937033337
1115.0,-0.15092715124266667
1116.0,-0.14912280937033337
1117.0,-0.14595718309275002
1118.0,-0.07858221729583333
1119.0,0.0
1120.0,0.0
1121.0,0.0
1122.0,0.0
1123.0,0.0
1124.0,0.0
1125.0,0.0
1126.0,0.0
1127.0,0.0
1128.0,0.0
1129.0,0.0
1130.0,0.0
1131.0,0.0
1132.0,0.0
1133.0,0.0
1134.0,0.0
1135.0,0.0
1136.0,0.0
1137.0,0.0
1138.0,0.0
1139.0,-0.0020755263976766666
1140.0,0.0
1141.0,-0.009314302355066667
1142.0,-0.101187329739325
1143.0,-0.14731311301366667
1144.0,-0.152731493115
1145.0,-0.152731493115
1146.0,-0.152731493115
1147.0,-0.152731493115
1148.0,-0.15454118450466667
1149.0,-0.152731493115
1150.0,-0.152731493115
1151.0,-0.15092715124266667
1152.0,-0.152731493115
1153.0,-0.15544603019949998
1154.0,-0.15454118450466667
1155.0,-0.15454118450466667
1156.0,-0.152731493115
1157.0,-0.152731493115
1158.0,-0.152731493115
1159.0,-0.152731493115
1160.0,-0.152731493115
1161.0,-0.152731493115
1162.0,-0.15092715124266667
1163.0,-0.07677653897557501
1164.0,-0.015275049644233332
1165.0,-0.0116556612775
1166.0,-0.0116556612775
1167.0,-0.015275049644233332
1168.0,-0.042856821790325
1169.0,-0.06049598256746667
1170.0,-0.07858221729593334
1171.0,-0.08401130139823333
1172.0,-0.08401130139823336
1173.0,-0.098476804793075
1174.0,-0.12017841140433333
1175.0,-0.12198275327700002
1176.0,-0.12379244715
1177.0,-0.12198275327700002
1178.0,-0.12288760021350001
1179.0,-0.12198275327700002
1180.0,-0.12017305940400001
1181.0,-0.12198275327700002
1182.0,-0.12017305940400001
1183.0,-0.12153032980875
1184.0,-0.125602141023
1185.0,-0.12198275327700002
1186.0,-0.12198275327700002
1187.0,-0.12198275327700002
1188.0,-0.12424487061825
1189.0,-0.12379244715
1190.0,-0.12198275327699999
1191.0,-0.12198275327700002
1192.0,-0.12379244715
1193.0,-0.12288760021350001
1194.0,-0.12379244715
1195.0,-0.12198275327699999
1196.0,-0.12379244715
1197.0,-0.12198275327700002
1198.0,-0.125602141023
1199.0,-0.125602141023
1200.0,-0.125602141023
1201.0,-0.125602141023
1202.0,-0.125602141023
1203.0,-0.125602141023
1204.0,-0.12424487061825
